pet_2401, 3377, 鳥, 天空
pet_7167, 3380, 叉子, 吃大餐
pet_15638, 3380, 叉子, 吃大餐
pet_15586, 3388, 穿運動服, 跑步
pet_15586, 3366, 餅乾, 巧克力
pet_14282, 3383, 貓, 曬太陽
pet_28, 3355, 生病, 咳嗽
pet_15286, 3412, 睡覺, 躺著
pet_15586, 3380, 信用卡, 付錢
pet_6121, 3380, 信用卡, 付錢
pet_15417, 3380, 零錢, 付錢
pet_14266, 3353, 下雪, 玩雪
pet_14476, 3380, 信用卡, 付錢
pet_14568, 3386, 賺錢, 養家餬口
pet_6121, 3380, 零錢, 付錢
pet_15379, 3380, 頭, 發呆
pet_9326, 3380, 頭, 發呆
pet_4440, 3360, 炒菜, 倒油
pet_15508, 3380, 手指, 拿錢
pet_5361, 3380, 手指, 拿錢
pet_15586, 3356, 想念, 流淚
pet_11546, 3388, 哽咽, 哭
pet_15551, 3388, 開熱水器, 洗澡
pet_12479, 3384, 鮑魚, 臭
pet_7282, 3384, 鮑魚, 臭
pet_15022, 3377, 灰塵, 船嗚
pet_15296, 3380, 雙手, 打人
pet_15417, 3356, 想哭, 難過
pet_11691, 3356, 想哭, 難過
pet_14568, 3412, 吃飯, 拿碗
pet_15586, 3380, 手, 換衣服
pet_15539, 3353, 看到鬼, 逃跑
pet_15503, 3353, 睡覺, 躺下
pet_15482, 3388, 洗菜, 煮菜
pet_15482, 3388, 切菜, 煮菜
pet_15444, 3388, 開瓦斯, 煮菜
pet_15035, 3360, 出門, 拔插頭
pet_4429, 3360, 出門, 帶錢包
pet_15503, 3387, 唱歌, 愉快的心情
pet_9609, 3387, 唱歌, 愉快的心情
pet_15503, 3387, 放輕鬆, 愉快的心情
pet_10686, 3388, 哽咽, 哭
pet_15586, 3380, 衣服, 換衣服
pet_15205, 3357, 作弊, 記過
pet_15637, 3365, 腰, 身體
pet_15649, 3360, 煮開水, 開瓦斯
pet_15600, 3380, 遙控器, 吹冷氣
pet_11213, 3365, 音樂, 聲音
pet_15417, 3383, 傭人, 掃地
pet_14147, 3383, 傭人, 掃地
pet_15417, 3383, 傭人, 拖地
pet_14147, 3383, 傭人, 拖地
pet_14147, 3383, 傭人, 洗衣服
pet_14568, 3366, 椅子, 藤
pet_10832, 3377, 球, 體育館
pet_9439, 3377, 球場, 體育館
pet_15551, 3383, 女人, 撒嬌
pet_15637, 3360, 上PTT, 打帳號
pet_15637, 3360, 上PTT, 打密碼
pet_1652, 3412, 看電視, 吃飯
pet_6057, 3380, 球棒, 練習
pet_15061, 3358, 喝酒, 宿醉
pet_196, 3356, 口渴, 買水
pet_15049, 3412, 運動, 興奮
pet_229, 3412, 運動, 興奮
pet_15637, 3391, 媽媽, 寶寶
pet_14158, 3389, 抓癢, 手癢
pet_14506, 3383, 人, 跑步
pet_1652, 3388, 上網, 聽音樂
pet_15482, 3412, 打開電視, 轉台
pet_10832, 3377, 球場, 體育館
pet_14282, 3380, 筷子, 煮東西
pet_15674, 3404, 生病了, 肚子痛
pet_15379, 3356, 口渴, 喝茶
pet_196, 3356, 口渴, 喝茶
pet_14147, 3370, 巧克力, 食物
pet_1652, 3412, 看電視, 轉台
pet_7167, 3388, 睡覺, 心情不好
pet_15190, 3360, 睡覺, 躺著
pet_12653, 3360, 睡覺, 躺著
pet_14573, 3365, 麵包, 前菜
pet_4634, 3356, 買新衣服, 很開心
pet_15219, 3386, 花錢, 買東西
pet_15061, 3358, 喝酒, 啤酒肚
pet_15142, 3365, 棒球, 運動
pet_13226, 3365, 棒球, 運動
pet_14568, 3370, 維他命, 藥
pet_11579, 3370, 維他命, 藥
pet_14033, 3360, 買便當, 付錢
pet_15656, 3412, 開心, 吃東西
pet_15281, 3353, 天氣熱, 脫外套
pet_12864, 3353, 天氣熱, 脫外套
pet_14506, 3354, 冬天, 吃火鍋
pet_11459, 3412, 吃東西, 咀嚼
pet_13349, 3412, 吃東西, 咀嚼
pet_6922, 3378, 冰塊, 南極
pet_15387, 3388, 出門, 運動
pet_15205, 3354, 吃飯, 補充熱量
pet_4440, 3412, 肚子餓, 吃義大利麵
pet_13721, 3412, 肚子餓, 吃義大利麵
pet_14505, 3391, 寵物, 快樂
pet_14568, 3391, 心情好, 唱歌
pet_12822, 3384, 小雞, 肚子餓
pet_14568, 3384, 他, 拉
pet_12783, 3384, 他, 拉
pet_14568, 3384, 他, 撒
pet_14573, 3354, 傷心, 流淚
pet_14568, 3384, 他, 睡
pet_12783, 3384, 他, 睡
pet_15558, 3412, 餓, 買食物
pet_14568, 3356, 要健康, 運動
pet_15415, 3380, 毛巾, 流汗
pet_12280, 3354, 傷心, 流淚
pet_14568, 3380, 毛巾, 流汗
pet_12203, 3380, 毛巾, 流汗
pet_14568, 3404, 要看醫生, 頭痛
pet_12783, 3384, 他, 撒
pet_14573, 3380, 毛巾, 流汗
pet_14497, 3412, 孤單, 睡覺
pet_41, 3404, 要看醫生, 頭痛
pet_15503, 3366, 房子, 大理石
pet_14506, 3409, 紅色, 鮮豔
pet_15491, 3380, 遙控器, 轉台
pet_15049, 3380, 枕頭, 累
pet_15551, 3380, 床, 累
pet_15049, 3380, 床, 累
pet_14568, 3380, 床, 累
pet_15494, 3380, 精神, 發呆
pet_13544, 3380, 精神, 發呆
pet_4238, 3412, 聽音樂, 開心
pet_15465, 3412, 很累, 生氣
pet_15387, 3388, 換運動鞋, 運動
pet_13455, 3388, 換運動鞋, 運動
pet_14573, 3383, 狗狗, 玩
pet_12895, 3353, 期中考, 念書
pet_14568, 3354, 談戀愛, 花錢
pet_15465, 3360, 吃飯, 煮好飯
pet_15637, 3370, 蛋糕, 甜點
pet_15035, 3384, 電腦, 開機
pet_4634, 3380, 防曬乳, 出門
pet_15503, 3412, 看書, 覺得累
pet_15503, 3412, 看書, 翻頁
pet_13241, 3365, 膝蓋, 身體
pet_15482, 3380, 電, 開冷氣
pet_14884, 3353, 在家裡, 看電視
pet_380, 3389, 洗澡, 想睡
pet_15523, 3387, 唸書, 工作
pet_1652, 3354, 被騙, 難過
pet_15219, 3365, 鞋子, 時尚
pet_15397, 3355, 吵架, 不開心
pet_12397, 3380, 聲音, 唱歌
pet_11562, 3380, 聲音, 唱歌
pet_15504, 3380, 錢包, 買東西
pet_5773, 3412, 孤單, 睡覺
pet_14101, 3415, 飯店, 吃飯
pet_10959, 3415, 飯店, 吃飯
pet_15219, 3356, 跌倒, 爬起來
pet_14115, 3378, 牙齒, 大象
pet_15417, 3378, 耳朵, 大象
pet_15465, 3365, 球網, 網球運動
pet_15551, 3391, 疲倦, 睡覺
pet_15387, 3412, 買東西, 付錢
pet_15482, 3365, 泡麵, 食物
pet_13721, 3409, 紫色, 葡萄
pet_15664, 3377, 捷運, 高雄
pet_14568, 3377, 捷運, 高雄
pet_15482, 3388, 放油鍋, 煮菜
pet_15417, 3378, 牙齒, 大象
pet_15387, 3365, 桌子, 教室
pet_14573, 3412, 睡覺, 躺在床上
pet_4440, 3412, 肚子餓, 吃魷魚羹
pet_6493, 3412, 肚子餓, 吃魷魚羹
pet_14266, 3353, 下雪, 穿大衣
pet_15033, 3380, 糖水, 吃冰
pet_15033, 3380, 衛生紙, 吃冰
pet_7167, 3353, 冬天, 宅
pet_14733, 3353, 冬天, 宅
pet_15579, 3380, 必殺技, 打王
pet_15579, 3380, 密技, 打王
pet_2384, 3391, 媽媽, 有錢花
pet_15579, 3389, 喝水, 覺得渴
pet_15142, 3389, 喝水, 覺得渴
pet_14624, 3389, 喝水, 覺得渴
pet_14266, 3370, 鮪魚, 魚
pet_15061, 3365, 球拍, 網球
pet_15504, 3365, 球拍, 網球
pet_9844, 3391, 爸爸, 抓姦
pet_14651, 3365, 腳踏車, 生活
pet_15633, 3356, 中樂透, 很爽
pet_14165, 3356, 跌倒, 爬起來
pet_15077, 3360, 領錢, 拿出提款卡
pet_11421, 3360, 跑步, 深呼吸
pet_14651, 3360, 跑步, 深呼吸
pet_14568, 3409, 綠色, 興農牛
pet_28, 3409, 綠色, 興農牛
pet_15486, 3360, 吃東西, 洗手
pet_12939, 3360, 吃東西, 洗手
pet_14568, 3354, 打球, 變強壯
pet_14955, 3354, 打球, 變強壯
pet_15586, 3383, 無尾熊, 睡覺
pet_11459, 3383, 無尾熊, 睡覺
pet_14202, 3415, 睡覺前, 鋪床
pet_14568, 3377, 捷運, 台北
pet_15406, 3377, 蝦捲, 台南
pet_11459, 3377, 蝦捲, 台南
pet_12947, 3377, 棺材板, 台南
pet_15205, 3404, 喜歡, 臉紅
pet_6493, 3388, 流眼淚, 哭
pet_14158, 3412, 卸妝, 用卸妝棉
pet_10584, 3412, 卸妝, 用卸妝棉
pet_15503, 3387, 做好事, 愉快的心情
pet_13596, 3388, 去清心, 喝飲料
pet_14573, 3388, 去清心, 喝飲料
pet_14573, 3378, 浮冰, 南極
pet_14884, 3378, 浮冰, 南極
pet_15675, 3412, 害羞, 臉紅
pet_15504, 3388, 跑, 暖身
pet_15504, 3360, 想要吃啥好, 投票
pet_14568, 3383, 貓咪, 上廁所
pet_15320, 3383, 貓咪, 上廁所
pet_12397, 3415, 生日, 買生日蛋糕
pet_15049, 3412, 游泳, 穿泳褲
pet_41, 3412, 游泳, 穿泳褲
pet_601, 3365, 餐巾, 餐桌
pet_15417, 3365, 桌球桌, 桌球
pet_14568, 3365, 桌球桌, 桌球
pet_1861, 3365, 桌球桌, 桌球
pet_15504, 3365, 球, 保齡球
pet_15577, 3380, 刀子, 想吃東西
pet_15318, 3380, 刀子, 想吃東西
pet_15404, 3360, 盛飯, 拿飯瓢
pet_196, 3388, 去超市, 買麵包
pet_386, 3388, 去超市, 買麵包
pet_14568, 3388, 拿錢包, 買麵包
pet_15142, 3388, 叫服務生, 點菜
pet_14573, 3388, 叫服務生, 點菜
pet_15379, 3388, 叫服務生, 點菜
pet_15142, 3388, 拿菜刀, 切菜
pet_1169, 3388, 拿出悠遊卡, 搭捷運
pet_15494, 3365, 球桌, 運動
pet_5459, 3365, 球桌, 運動
pet_14568, 3360, 換運動服, 脫衣服
pet_14818, 3380, 手, 穿運動服
pet_15271, 3388, 先拿盆子, 洗菜
pet_15369, 3388, 叫妹妹買飯, 吃飯
pet_15406, 3388, 先洗菜, 切菜
pet_10584, 3388, 先洗菜, 切菜
pet_15372, 3388, 先洗菜, 切菜
pet_15271, 3388, 裝水, 洗菜
pet_15369, 3388, 記得帶手套, 洗碗
pet_13626, 3388, 背書包, 上課
pet_15312, 3388, 背書包, 上課
pet_15415, 3388, 拿錢包, 買魚
pet_15205, 3388, 拿錢包, 買魚
pet_15205, 3388, 出門, 買魚
pet_2384, 3392, 睡覺, 有人在吵架
pet_15341, 3388, 去飲料店, 買飲料
pet_99, 3388, 煮飯, 吃晚餐
pet_2384, 3388, 叫媽媽做, 吃壽司
pet_14884, 3412, 看電影, 想看明星
pet_15374, 3412, 去健身房, 練舉重
pet_15254, 3388, 吃點小東西, 等上菜
pet_15254, 3388, 聊天打發時間, 等上菜
pet_15142, 3388, 說出目的地, 問路
pet_11459, 3380, 手套, 打高爾夫球
pet_15091, 3388, 先去領錢, 付錢
pet_15374, 3412, 去健身房, 做伏地挺身
pet_15201, 3388, 找東西來吃, 吃東西
pet_14884, 3388, 配小菜, 喝酒
pet_14952, 3388, 按鈴, 叫服務生
pet_99, 3388, 準備碗筷, 吃晚餐
pet_99, 3388, 外出吃飯, 吃晚餐
pet_10584, 3388, 站起來, 叫服務生
pet_14952, 3388, 站起來, 叫服務生
pet_15201, 3388, 去夜市, 買東西
pet_15374, 3388, 順便買吃的, 買奶茶
pet_15341, 3388, 看飲料menu, 買飲料
pet_15379, 3412, 憋氣, 很痛苦
pet_15374, 3412, 憋氣, 很痛苦
pet_15061, 3388, 煮飯, 吃晚餐
pet_2384, 3357, 朋友聊天, 快樂
pet_15049, 3360, 翻筋斗, 穩住重心
pet_15049, 3360, 翻筋斗, 集氣
pet_15049, 3360, 翻筋斗, 準備軟墊
pet_15049, 3360, 翻筋斗, 雙手舉起
pet_2384, 3391, 男朋友, 有個好女友
pet_2384, 3391, 男朋友, 賺很多錢
pet_2384, 3388, 先累積點數, 用famipoint
pet_2384, 3388, 看有啥好東西, 用famipoint
pet_4002, 3380, 頭套, 游泳
pet_15362, 3380, 網球拍, 去打球
pet_15049, 3360, 翻筋斗, 作好姿勢
pet_15362, 3380, 籃球, 去打球
pet_15362, 3380, 排球, 去打球
pet_15362, 3380, 護腕, 去打球
pet_14573, 3380, 球鞋, 去打球
pet_15417, 3380, 球鞋, 去打球
pet_15387, 3380, 球鞋, 去打球
pet_11480, 3380, 球鞋, 去打球
pet_15362, 3380, 球鞋, 去打球
pet_15341, 3360, 洗澡, 關浴室門
pet_15341, 3412, 打網球, 流汗
pet_15454, 3360, 去游泳, 穿泳衣
pet_10276, 3360, 去游泳, 穿泳衣
pet_2384, 3391, 男朋友, 當自己超人
pet_14573, 3380, 籃球, 去打球
pet_15286, 3412, 打網球, 流汗
pet_15341, 3391, 老公, 升官
pet_15341, 3368, 豬排漢堡, 豬肉
pet_15341, 3368, 雙層吉事堡, 豬肉
pet_15341, 3368, 豬肉炒飯, 豬肉
pet_15341, 3368, 涮涮鍋, 豬肉
pet_15341, 3368, 御飯糰, 飯
pet_15341, 3368, 漿糊, 飯
pet_15341, 3368, 米腸, 飯
pet_15341, 3368, 米血糕, 飯
pet_2384, 3357, 參悟人生, 快樂
pet_2384, 3357, 宗教信仰, 快樂
pet_15312, 3360, 去游泳, 穿泳衣
pet_15341, 3360, 去游泳, 穿泳衣
pet_15341, 3360, 去游泳, 戴泳鏡
pet_15341, 3388, 暖身, 去跑步
pet_15341, 3412, 打籃球, 運球
pet_15387, 3412, 打籃球, 運球
pet_10277, 3412, 打籃球, 運球
pet_15049, 3412, 打籃球, 運球
pet_14573, 3412, 打籃球, 投籃
pet_15341, 3412, 打籃球, 投籃
pet_15049, 3412, 打籃球, 投籃
pet_15341, 3412, 打籃球, 傳球
pet_15049, 3412, 打籃球, 傳球
pet_15387, 3412, 打桌球, 發球
pet_15049, 3412, 打桌球, 發球
pet_15387, 3412, 打桌球, 撿球
pet_15049, 3412, 打桌球, 撿球
pet_15049, 3412, 打羽球, 練基本動作
pet_15049, 3412, 打棒球, 傳球
pet_9650, 3380, 鞋帶, 穿運動鞋
pet_15035, 3380, 鞋帶, 穿運動鞋
pet_15035, 3387, 去買, 冰淇淋
pet_15035, 3387, 有錢, 冰淇淋
pet_15035, 3355, 上新聞版面, 有名
pet_15142, 3360, 養兔子, 買食物
pet_15142, 3370, 鬥魚, 魚
pet_15341, 3388, 閉上眼睛, 聽音樂
pet_14476, 3388, 看價格, 點餐
pet_15417, 3370, 鬥魚, 魚
pet_15471, 3388, 叫服務生, 點餐
pet_14837, 3388, 叫服務生, 點餐
pet_14476, 3388, 叫服務生, 點餐
pet_15391, 3360, 泡澡, 放洗澡水
pet_15391, 3415, 垃圾場, 快速通過
pet_15391, 3388, 查電視表, 看電視
pet_15391, 3388, 轉移注意力, 看電視
pet_15391, 3388, 很高興, 看電視
pet_15341, 3380, 球場, 打籃球
pet_15201, 3380, 籃球框, 打籃球
pet_15417, 3380, 籃球框, 打籃球
pet_15341, 3380, 籃球框, 打籃球
pet_1129, 3367, 電腦, 主機鍵盤滑鼠
pet_1129, 3388, 想吃東西, 看菜單
pet_1129, 3388, 叫服務生, 看菜單
pet_12822, 3355, 養了蘿莉, 花很多錢
pet_12822, 3355, 養了蘿莉, 死亡
pet_12822, 3388, 開火, 煮湯
pet_5227, 3380, 本壘板, 打棒球
pet_15362, 3353, 找不到武器時, 鉛筆
pet_15396, 3366, 電晶體, 水
pet_12229, 3388, 發呆, 等上菜
pet_15452, 3388, 發呆, 等上菜
pet_15397, 3388, 發呆, 等上菜
pet_15397, 3388, 左顧右盼, 等上菜
pet_15397, 3388, 熀神, 等上菜
pet_15397, 3388, 打瞌睡, 等上菜
pet_15397, 3388, 呵飲料, 等上菜
pet_11149, 3415, 聖誕節, 去慶祝
pet_13241, 3367, 太子, 父母
pet_14282, 3388, 忍住, 喝酒
pet_14834, 3356, 沒工作, 打工
pet_14834, 3356, 吸引人目光, 減肥
pet_15362, 3356, 要趕人, 吵架
pet_15362, 3356, 發飆, 吵架
pet_15387, 3380, 球桌, 打桌球
pet_15417, 3380, 球桌, 打桌球
pet_14834, 3380, 球桌, 打桌球
pet_14834, 3388, 拿切菜板, 切菜
pet_15312, 3380, 羽毛球, 打羽球
pet_14834, 3380, 羽毛球, 打羽球
pet_15417, 3388, 去吃, 吃壽司
pet_14834, 3356, 要參加選美, 減肥
pet_15417, 3380, 羽毛球, 打羽球
pet_14573, 3412, 打高爾夫球, 戴帽子
pet_14573, 3412, 打高爾夫球, 帶球童
pet_14573, 3412, 打高爾夫球, 測風向
pet_14573, 3412, 水災, 作堤防
pet_14573, 3412, 水災, 買沙袋
pet_14573, 3412, 水災, 堆砂包
pet_15387, 3388, 拉開冰箱門, 開冰箱
pet_15077, 3355, 流汗, 想喝水
pet_15387, 3355, 流汗, 想喝水
pet_15387, 3355, 流汗, 肚子餓
pet_15077, 3355, 流汗, 想洗澡
pet_15387, 3355, 流汗, 想洗澡
pet_15077, 3355, 流汗, 想換衣服
pet_15387, 3355, 流汗, 想換衣服
pet_15387, 3355, 流汗, 拿毛巾擦汗
pet_15387, 3358, 上課睡覺, 老師生氣
pet_15387, 3358, 骨折, 行動不便
pet_15077, 3356, 喝水, 肚子漲
pet_15345, 3355, 想睡覺, 隔天賴床
pet_15345, 3355, 想睡覺, 上床睡覺
pet_15345, 3355, 想睡覺, 爬去床上
pet_99, 3388, 開瓦斯爐, 炒菜
pet_15387, 3388, 開瓦斯爐, 炒菜
pet_15387, 3388, 走進廚房, 炒菜
pet_15387, 3412, 生病, 全身不舒服
pet_15387, 3412, 生病, 喝熱水
pet_15417, 3365, 羽球, 比賽
pet_15406, 3365, 羽球, 比賽
pet_1861, 3365, 羽球, 比賽
pet_15387, 3365, 乒乓球, 運動
pet_15387, 3356, 口渴, 開冰箱
pet_15387, 3356, 口渴, 不想講話
pet_15387, 3380, 床, 需要休息
pet_15342, 3380, 床, 需要休息
pet_15345, 3380, 床, 需要休息
pet_15369, 3380, 床, 需要休息
pet_15356, 3380, 床, 需要休息
pet_15387, 3380, 枕頭, 需要休息
pet_15345, 3380, 枕頭, 需要休息
pet_15205, 3380, 枕頭, 需要休息
pet_15356, 3380, 枕頭, 需要休息
pet_15254, 3412, 上課, 拿出課本
pet_15374, 3380, 印章, 存錢
pet_1129, 3380, 護具, 打棒球
pet_15341, 3380, 印章, 存錢
pet_15379, 3388, 要求半糖少冰, 買奶茶
pet_15387, 3380, 眼睛, 注意安全
pet_15410, 3380, 眼睛, 注意安全
pet_14505, 3388, 拿錢包, 逛一中
pet_15379, 3388, 大喊買單, 付錢
pet_237, 3388, 準備裝備, 去爬山
pet_15410, 3388, 去提款, 逛街
pet_15379, 3388, 考慮買哪間, 買奶茶
pet_15410, 3380, 鼻子, 注意安全
pet_15379, 3388, 花錢, 買麵
pet_14505, 3388, 帶學生證, 逛一中
pet_14505, 3360, 煮泡麵, 撕開包裝紙
pet_15018, 3391, 太陽馬戲團, 翻筋斗
pet_237, 3388, 訓練體力, 去爬山
pet_15018, 3388, 不搭公車, 搭捷運
pet_15018, 3358, 插隊, 多數人不滿
pet_15018, 3358, 闖紅燈, 多數人不滿
pet_15018, 3358, 作弊考第一, 多數人不滿
pet_15018, 3388, 走進捷運站, 搭捷運
pet_15362, 3391, 紫色老大媽, 結婚
pet_15379, 3388, 花錢, 買冰沙
pet_15091, 3388, 找人一起去, 去101
pet_15379, 3388, 付錢, 買冰沙
pet_15145, 3388, 找路人, 問路
pet_15379, 3388, 找路人, 問路
pet_15379, 3388, 綁鞋帶, 跑步
pet_15417, 3360, 擦防曬, 脫衣服
pet_15018, 3360, 擦防曬, 脫衣服
pet_15379, 3353, 身體很累, 放鬆
pet_15018, 3386, 工作, 買禮物給女友
pet_15379, 3388, 找操場, 跑步
pet_15201, 3380, 泳帽, 去游泳池
pet_15318, 3380, 泳帽, 去游泳池
pet_15387, 3380, 泳衣, 去游泳池
pet_15201, 3380, 泳衣, 去游泳池
pet_15318, 3380, 泳衣, 去游泳池
pet_15379, 3409, 陳水扁, 一個人
pet_15018, 3386, 工作, 讓小孩上學
pet_15205, 3392, 很多上班族, 破產
pet_15379, 3388, 開車去買, 買麵包
pet_12656, 3412, 換運動服, 脫衣服
pet_15379, 3412, 換運動服, 脫衣服
pet_15379, 3388, 買麵粉自己做, 吃麵
pet_15379, 3388, 說明目的地, 問路
pet_15379, 3409, 陳水扁, 吳淑珍老公
pet_15341, 3357, 鬱悶, 沒精神
pet_12998, 3387, 愛護, 寵物
pet_15379, 3388, 桿麵, 吃麵
pet_15341, 3357, 鬱悶, 胸悶
pet_15341, 3357, 鬱悶, 氣血循環差
pet_15379, 3353, 身體很累, 大吃一頓
pet_15379, 3388, 跟老闆點麵, 買麵
pet_15379, 3353, 身體很累, 睡覺
pet_15379, 3388, 揪團請吃鼎王, 付錢
pet_15341, 3357, 鬱悶, 臉色難看
pet_12998, 3387, 挑好地段, 房子
pet_12998, 3387, 打工, 房子
pet_15379, 3388, 花錢, 買麵包
pet_14621, 3360, 買菜, 挑菜
pet_15387, 3360, 買菜, 挑菜
pet_15491, 3360, 買菜, 挑菜
pet_15387, 3365, 桌子, 客廳
pet_15143, 3365, 護具, 棒球
pet_15504, 3365, 護具, 棒球
pet_15205, 3356, 發呆, 被當
pet_15379, 3353, 身體很累, 休息
pet_15379, 3380, 熱身運動, 暖身
pet_15061, 3388, 付錢, 買飲料
pet_15320, 3388, 付錢, 買飲料
pet_15205, 3356, 發呆, 沒點到名
pet_9650, 3380, 做體操, 暖身
pet_15379, 3380, 做體操, 暖身
pet_15379, 3409, 陳水扁, 陳至中他爹
pet_15379, 3388, 出門買, 買奶茶
pet_15205, 3356, 好奇, 看
pet_15205, 3392, 勞工, 破產
pet_15205, 3392, 教職員, 破產
pet_15286, 3412, 去健身房, 流汗
pet_15417, 3412, 去健身房, 流汗
pet_13894, 3412, 去健身房, 流汗
pet_15379, 3366, 銀河, 眾多星系
pet_15387, 3388, 開口說話, 問路
pet_15379, 3388, 開口說話, 問路
pet_15387, 3360, 喝一點水, 裝水
pet_15387, 3360, 喝一點水, 覺得口渴
pet_15379, 3366, 愛情故事, 外婆跟外公
pet_15379, 3366, 銀河, 星球
pet_15341, 3357, 鬱悶, 沒食慾
pet_13894, 3355, 肚子餓, 買便當
pet_13894, 3412, 去健身房, 跑跑步機
pet_15286, 3412, 去健身房, 運動
pet_15417, 3412, 去健身房, 運動
pet_13894, 3412, 去健身房, 運動
pet_15379, 3388, 找麵包店, 買麵包
pet_15091, 3388, 揪團, 去101
pet_13894, 3392, 大家都, 失業
pet_15379, 3388, 穿襪子, 跑步
pet_15379, 3388, 去買東西, 付錢
pet_15397, 3370, 喇叭, 正露丸
pet_15397, 3370, 喇叭, 罵人的話
pet_15379, 3388, 付錢, 買麵
pet_15379, 3388, 騎機車去買, 買麵包
pet_13894, 3412, 去健身房, 騎腳踏車
pet_15387, 3380, 球拍, 去打球
pet_15286, 3380, 球拍, 去打球
pet_15318, 3380, 球拍, 去打球
pet_15417, 3380, 球, 去打球
pet_15387, 3380, 球, 去打球
pet_11480, 3380, 球, 去打球
pet_15286, 3380, 球, 去打球
pet_15318, 3380, 球, 去打球
pet_15379, 3388, 出門, 買麵
pet_15379, 3388, 決定喝50嵐, 買奶茶
pet_15379, 3388, 先賺一筆錢, 付錢
pet_14573, 3380, 毛巾, 去打球
pet_15387, 3380, 毛巾, 去打球
pet_11480, 3380, 毛巾, 去打球
pet_15318, 3380, 毛巾, 去打球
pet_14573, 3360, 去游泳, 戴泳帽
pet_15312, 3360, 去游泳, 戴泳帽
pet_15312, 3357, 男人, 錢
pet_15312, 3357, 男人, 希望
pet_15312, 3357, 男人, 失望
pet_15312, 3357, 男人, 夢想
pet_15312, 3409, 年輕, 希望
pet_15312, 3409, 年輕, 活力
pet_15348, 3399, 電話, 打錯
pet_15061, 3388, 洗手, 吃晚餐
pet_15061, 3399, 冰塊, 無味
pet_15201, 3384, 游泳, 健身體
pet_15312, 3409, 年輕, 朝氣
pet_15312, 3360, 休息, 找個椅子坐
pet_15312, 3360, 休息, 打開電視
pet_15312, 3412, 換氣, 深呼吸
pet_15219, 3360, 綁好鞋帶, 站起來
pet_15415, 3360, 綁好鞋帶, 站起來
pet_15415, 3360, 綁好鞋帶, 踩一踩
pet_15494, 3365, 比基尼, 海邊
pet_15465, 3365, 比基尼, 海邊
pet_15406, 3380, 桌球桌, 打桌球
pet_12397, 3380, 桌球桌, 打桌球
pet_15312, 3380, 桌球桌, 打桌球
pet_13891, 3412, 打羽球, 穿運動服
pet_13891, 3412, 打羽球, 先做暖身運動
pet_1129, 3388, 打開喇叭, 聽音樂
pet_1129, 3354, 數學, 用腦
pet_1129, 3354, 數學, 計算
pet_1129, 3354, 數學, 背公式
pet_15035, 3412, 打桌球, 拿桌球拍
pet_15035, 3412, 打棒球, 到運動場上
pet_15417, 3412, 打高爾夫球, 拿球杆
pet_15035, 3412, 打高爾夫球, 拿球杆
pet_15417, 3412, 打高爾夫球, 去高爾夫球場
pet_15035, 3412, 打高爾夫球, 去高爾夫球場
pet_8581, 3384, 手機, 傳遞思念
pet_12203, 3412, 去健身房, 練胸肌
pet_12203, 3412, 去健身房, 使用蒸汽浴
pet_15348, 3399, 電話, 誰打
pet_11459, 3356, 口渴, 喝黑松汽水
pet_11459, 3356, 口渴, 喝可口可樂
pet_15061, 3388, 買晚餐, 吃晚餐
pet_15061, 3399, 冰塊, 無色
pet_15061, 3399, 冰塊, 涼
pet_15201, 3399, 頭髮, 要洗的
pet_15201, 3399, 頭髮, 長長的才漂亮
pet_15286, 3412, 打網球, 很累
pet_15201, 3412, 打網球, 很累
pet_15201, 3384, 游泳, 有好身材
pet_15201, 3384, 游泳, 消耗體力
pet_15201, 3384, 游泳, 運動到身體
pet_15201, 3384, 游泳, 累
pet_15387, 3380, 椅子, 需要休息
pet_15369, 3380, 椅子, 需要休息
pet_15369, 3380, 安靜的地方, 需要休息
pet_15369, 3360, 發呆, 坐著不動
pet_4238, 3360, 發呆, 什麼都不想
pet_15369, 3360, 發呆, 什麼都不想
pet_13815, 3384, 跑步, 身體健康
pet_13815, 3384, 跑步, 增加血液循環
pet_13815, 3384, 跑步, 很喘
pet_14282, 3409, 沒事做, 很閒
pet_14282, 3409, 沒事做, 事情做玩了
pet_14282, 3409, 沒事做, 下班了
pet_14282, 3409, 吃早餐, 肚子餓了
pet_14282, 3409, 吃早餐, 一天要開始了
pet_14282, 3409, 吃早餐, 身體也要起床
pet_15387, 3388, 在沙發上坐下, 看電視
pet_14266, 3370, 鱈魚, 魚
pet_15387, 3370, 鱈魚, 魚
pet_14266, 3370, 金魚, 魚
pet_15387, 3370, 金魚, 魚
pet_15254, 3370, 金魚, 魚
